symbol,timestamp_utc,spot,gamma_pin,distance_to_pin,gross_gex,net_gex,call_gex,put_gex,is_valid
DJI,2026-01-05 19:57:58.876920+00:00,49068.98,170.0,48898.98,1.2886836941787375e-44,-1.2332965752595321e-44,2.7693559459602803e-46,1.2609901347191348e-44,False
RUT,2026-01-05 19:58:58.368693+00:00,2553.9295,2530.0,23.92950000000019,95.07175671779004,2.453720866078932,48.76273879193449,46.30901792585556,True
SPX,2026-01-05 20:01:32.238753+00:00,6902.17,6900.0,2.1700000000000728,4784.697067394943,2663.007332413844,3723.8521999043933,1060.8448674905496,False
NDX,2026-01-05 20:02:37.182900+00:00,25389.50893391284,25390.0,-0.4910660871610162,816.5711782130704,326.4937821983006,571.5324802056855,245.03869800738488,True
DJI,2026-01-05 20:03:01.141652+00:00,49088.0,170.0,48918.0,1.3694516916297192e-44,-1.3694510321036668e-44,3.297630262686704e-51,1.369451361866693e-44,False
RUT,2026-01-05 20:04:05.517369+00:00,2553.2355000000002,2530.0,23.23550000000023,95.27830840438102,2.1273469032907357,48.702827653835875,46.57548075054514,True
SPX,2026-01-05 20:06:10.296791+00:00,6902.41,6900.0,2.4099999999998545,4693.208892158073,2666.756958114397,3679.982925136235,1013.2259670218377,False
NDX,2026-01-05 20:07:15.216734+00:00,25389.59578083123,25390.0,-0.4042191687694867,818.8878449877427,326.2540471348904,572.5709460613166,246.31689892642618,True
DJI,2026-01-05 20:07:40.127483+00:00,49097.79,170.0,48927.79,1.4256930454666862e-44,-1.4256930454666807e-44,2.6998865096957634e-59,1.4256930454666834e-44,False
RUT,2026-01-05 20:08:46.020264+00:00,2553.4943000000003,2530.0,23.494300000000294,95.20134716446495,2.2492217894902993,48.72528447697763,46.47606268748733,True
SPX,2026-01-05 20:11:19.876102+00:00,6906.04,6905.0,1.0399999999999636,3351.552526245466,2487.4273786417,2919.489952443583,432.062573801883,False
NDX,2026-01-05 20:12:24.671845+00:00,25407.66191755355,25400.0,7.661917553548847,643.7307693053233,-25.238609919486464,309.24607969291844,334.4846896124049,True
DJI,2026-01-05 20:12:48.123618+00:00,49095.72,170.0,48925.72,1.4687325190431691e-44,-1.468654626711253e-44,3.894616595802536e-49,1.468693572877211e-44,False
RUT,2026-01-05 20:13:48.174064+00:00,2553.9411,2530.0,23.941100000000006,95.06829962831182,2.459163984176179,48.763731806243996,46.30456782206782,True
SPX,2026-01-05 20:16:21.300845+00:00,6908.01,6905.0,3.0100000000002183,2879.4749145317464,2239.363261813376,2559.4190881725613,320.05582635918506,False
NDX,2026-01-05 20:17:26.032719+00:00,25414.96506541872,25400.0,14.96506541872077,396.5440641812156,-78.96820022737072,158.78793197692247,237.75613220429318,True
DJI,2026-01-05 20:17:48.874362+00:00,49052.43,170.0,48882.43,1.3697329159212304e-44,-1.3696621662862223e-44,3.537481750396324e-49,1.3696975411037264e-44,False
RUT,2026-01-05 20:18:52.531537+00:00,2551.5106,2530.0,21.510600000000068,95.78926967162985,1.310037907225798,48.54965378942783,47.23961588220203,True
SPX,2026-01-05 20:21:26.241112+00:00,6904.53,6905.0,-0.47000000000025466,3847.7742754915853,2620.637385290157,3234.205830390871,613.568445100714,False
NDX,2026-01-05 20:22:31.386399+00:00,25412.73037496794,25400.0,12.730374967941316,465.0052924549762,-72.33226210992672,196.33651517252474,268.66877728245146,True
DJI,2026-01-05 20:22:54.542995+00:00,49038.44,170.0,48868.44,1.375133978904129e-44,-1.375133922599776e-44,2.815217663561437e-52,1.3751339507519525e-44,False
RUT,2026-01-05 20:23:55.531338+00:00,2551.5429,2530.0,21.542899999999918,95.77973375359528,1.325422117266534,48.55257793543091,47.22715581816438,True
SPX,2026-01-05 20:26:28.743969+00:00,6905.71,6905.0,0.7100000000000364,3450.521192082254,2523.909811590209,2987.2155018362314,463.3056902460226,False
NDX,2026-01-05 20:27:34.075218+00:00,25414.07737139049,25400.0,14.077371390489134,422.6322753777288,-77.148168394142,172.74205349179337,249.89022188593538,True
DJI,2026-01-05 20:27:58.379901+00:00,49050.17,170.0,48880.17,1.4609271173992217e-44,-1.4607538833378553e-44,8.661703068327482e-49,1.4608405003685385e-44,False
RUT,2026-01-05 20:28:58.161056+00:00,2552.757,2530.0,22.757000000000062,95.4204007989155,1.901490799245117,48.6609457990803,46.759454999835185,True
SPX,2026-01-05 20:30:31.170263+00:00,6905.28,6905.0,0.27999999999974534,3587.406205845877,2565.711331501719,3076.558768673798,510.8474371720791,False
NDX,2026-01-05 20:31:35.888284+00:00,25411.9643543146,25400.0,11.964354314601223,490.42962597085375,-68.33385635839201,211.04788480623088,279.3817411646229,True
DJI,2026-01-05 20:31:59.895934+00:00,49066.29,170.0,48896.29,1.533859321059443e-44,-1.5336079612361847e-44,1.2567991162905658e-48,1.5337336411478138e-44,False
RUT,2026-01-05 20:33:02.628531+00:00,2551.5459,2530.0,21.545900000000074,95.77884800141871,1.3268508382733089,48.55284941984601,47.2259985815727,True
SPX,2026-01-05 20:34:35.707194+00:00,6906.66,6905.0,1.6599999999998545,3180.3353627019487,2411.5004972229026,2795.9179299624257,384.4174327395233,False
NDX,2026-01-05 20:35:40.231956+00:00,25410.4181549994,25400.0,10.418154999399121,544.0743379463253,-57.09780187502727,243.48826803564899,300.58606991067626,True
DJI,2026-01-05 20:36:02.793798+00:00,49041.700000000004,170.0,48871.700000000004,1.5548152067711414e-44,-1.4604523626921128e-44,4.718142203951431e-46,1.507633784731627e-44,False
RUT,2026-01-05 20:37:06.208518+00:00,2551.2495,2530.0,21.249499999999898,95.86630831741527,1.1855676992879722,48.52593800835162,47.34037030906365,True
SPX,2026-01-05 20:38:39.826756+00:00,6906.26,6905.0,1.2600000000002183,3288.556226553093,2461.3835671798292,2874.969896866461,413.58632968663204,False
NDX,2026-01-05 20:39:44.692582+00:00,25415.96302237479,25400.0,15.963022374791763,369.11424801007763,-79.92979272745683,144.5922276413104,224.52202036876722,True
DJI,2026-01-05 20:40:08.450176+00:00,49042.44,170.0,48872.44,1.5460417085167783e-44,-1.5429656359883252e-44,1.5380362642266033e-47,1.5445036722525517e-44,False
RUT,2026-01-05 20:41:12.001039+00:00,2550.2048,2530.0,20.204799999999977,96.1737271327868,0.6855859772900743,48.429656555038434,47.74407057774836,True
SPX,2026-01-05 20:42:46.172973+00:00,6904.7,6905.0,-0.3000000000001819,3786.324077675892,2610.243265944807,3198.2836718103495,588.0404058655424,False
NDX,2026-01-05 20:43:51.886305+00:00,25416.35946613316,25400.0,16.359466133159003,358.79778478421747,-80.03449664304699,139.38164407058525,219.41614071363225,True
DJI,2026-01-05 20:44:16.337957+00:00,49025.64,180.0,48845.64,1.987295764931216e-42,1.956943137133833e-42,1.9721194510325245e-42,1.517631389869146e-44,False
RUT,2026-01-05 20:45:19.873162+00:00,2548.6413000000002,2530.0,18.64130000000023,96.6312929628589,-0.06847153950069185,48.2814107116791,48.34988225117979,True
SPX,2026-01-05 20:46:52.855200+00:00,6905.88,6905.0,0.8800000000001091,3398.8733582104196,2505.542686212113,2952.2080222112663,446.66533599915317,False
NDX,2026-01-05 20:47:58.351988+00:00,25422.47580103361,25420.0,2.4758010336117877,242.38224528555372,-70.44889903947431,85.96667312303971,156.41557216251402,True
DJI,2026-01-05 20:48:29.331293+00:00,49025.36,170.0,48855.36,1.6195618714067055e-44,-1.479427444670253e-44,7.00672133682261e-46,1.5494946580384793e-44,False
RUT,2026-01-05 20:49:33.417681+00:00,2549.525,2530.0,19.52500000000009,96.37304954868142,0.3585724068817555,48.365810977781585,48.00723857089983,True
SPX,2026-01-05 20:51:06.447203+00:00,6903.95,6905.0,-1.050000000000182,4067.879005722484,2647.5918231854084,3357.7354144539463,710.1435912685378,False
NDX,2026-01-05 20:52:12.021235+00:00,25415.51383864272,25400.0,15.513838642720657,381.2048526352782,-79.6273983490616,150.7887271431083,230.4161254921699,True
DJI,2026-01-05 20:52:38.218733+00:00,49002.28,180.0,48822.28,2.84029834491568e-35,2.840298341913306e-35,2.840298343414493e-35,1.5011869883062605e-44,False
RUT,2026-01-05 20:53:41.869921+00:00,2549.4171,2530.0,19.41710000000012,96.40463378547915,0.3065477069683311,48.35559074622374,48.04904303925541,True
SPX,2026-01-05 20:55:15.070563+00:00,6899.88,6900.0,-0.11999999999989086,5112.049129325395,2434.189677649363,3773.1194034873793,1338.9297258380163,False
NDX,2026-01-05 20:56:19.558987+00:00,25388.54525692525,25390.0,-1.4547430747516046,789.382516227666,327.2956120093113,558.3390641184886,231.0434521091773,True
DJI,2026-01-05 20:56:46.022470+00:00,48964.700000000004,170.0,48794.700000000004,1.4342761911021304e-44,-1.4341149968630027e-44,8.059711956377781e-49,1.4341955939825666e-44,False
RUT,2026-01-05 20:57:49.404143+00:00,2547.6221,2530.0,17.622100000000046,96.92789769207994,-0.5636959420216741,48.18210087502913,48.7457968170508,True
SPX,2026-01-05 20:59:22.456826+00:00,6899.63,6900.0,-0.36999999999989086,5059.202739360225,2378.8331431409842,3719.0179412506045,1340.1847981096203,False
SPX,2026-01-06 16:04:29.300219+00:00,6914.12,6915.0,-0.8800000000001091,2206.2456465326013,751.2262996816072,1478.7359731071042,727.509673425497,False
NDX,2026-01-06 16:05:34.210892+00:00,25488.76977983463,25490.0,-1.2302201653692464,370.74301269993737,215.0640028777275,292.9035077888324,77.83950491110492,True
DJI,2026-01-06 16:06:09.509052+00:00,49126.700000000004,170.0,48956.700000000004,2.5560240058241372e-45,-2.555988874957469e-45,1.756543333423764e-50,2.556006440390803e-45,False
RUT,2026-01-06 16:07:13.236217+00:00,2548.9185,2530.0,18.918500000000222,99.21696654354342,2.3875255787594085,50.802246061151415,48.414720482392006,True
SPX,2026-01-06 16:08:46.331542+00:00,6910.33,6910.0,0.32999999999992724,2715.547374694547,430.52123684456524,1573.0343057695563,1142.513068924991,False
NDX,2026-01-06 16:09:51.831202+00:00,25471.56053249756,25470.0,1.5605324975585972,335.72592643799663,74.11847212112895,204.9221992795628,130.80372715843384,True
DJI,2026-01-06 16:10:27.588690+00:00,49134.96,170.0,48964.96,2.7513133941985377e-45,-2.751313392449449e-45,8.745443863726317e-55,2.7513133933239934e-45,False
RUT,2026-01-06 16:11:30.987995+00:00,2549.4049,2530.0,19.404899999999998,99.0718304635775,2.63766982425323,50.85475014391537,48.21708031966214,True
SPX,2026-01-06 16:13:04.684627+00:00,6915.16,6915.0,0.15999999999985448,2102.0567580223733,847.8056635478868,1474.9312107851301,627.1255472372434,False
NDX,2026-01-06 16:14:09.837241+00:00,25497.98174383057,25490.0,7.98174383056903,342.93792597625537,178.1973323044977,260.56762914037654,82.37029683587885,True
DJI,2026-01-06 16:14:39.952528+00:00,49169.96,170.0,48999.96,3.0734220001651586e-45,-3.0734220001651573e-45,4.031283450793612e-61,3.073422000165158e-45,False
RUT,2026-01-06 16:15:43.731780+00:00,2550.8883,2530.0,20.888300000000072,98.62710936593436,3.3958611625651614,51.01148526424976,47.615624101684595,True
SPX,2026-01-06 16:17:16.744523+00:00,6915.2300000000005,6915.0,0.23000000000047294,2096.3838839601617,853.9153571182047,1475.1496205391832,621.2342634209784,False
NDX,2026-01-06 16:18:21.737992+00:00,25487.79795347718,25490.0,-2.202046522819728,369.83118583716913,214.4857155762034,292.15845070668627,77.67273513048288,True
DJI,2026-01-06 16:18:52.558603+00:00,49168.01,170.0,48998.01,3.031776046809773e-45,-3.022503272365792e-45,4.6363872219906204e-48,3.0271396595877826e-45,False
SPX,2026-01-06 16:30:57.134336+00:00,6915.92,6915.0,0.9200000000000728,2049.5251472391833,912.0552291970689,1480.790188218126,568.7349590210572,False
NDX,2026-01-06 16:32:02.106674+00:00,25504.1264280219,25500.0,4.12642802190021,298.2910701191473,146.59726682971737,222.44416847443233,75.84690164471496,True
DJI,2026-01-06 16:32:34.551305+00:00,49201.950000000004,170.0,49031.950000000004,3.6508936482186833e-45,-3.6508936482186833e-45,2.287049502423174e-81,3.6508936482186833e-45,False
RUT,2026-01-06 16:33:38.286597+00:00,2550.4431,2530.0,20.44309999999996,98.760907046053,3.1690579068896128,50.964982476471306,47.79592456958169,True
SPX,2026-01-06 16:35:11.831054+00:00,6917.35,6915.0,2.350000000000364,2006.597104674077,1028.146045934317,1517.371575304197,489.22552936987984,False
NDX,2026-01-06 16:36:16.623937+00:00,25510.13068835357,25510.0,0.1306883535689849,256.84774221662326,134.24439075206442,195.54606648434384,61.301675732279406,True
DJI,2026-01-06 16:36:47.649363+00:00,49212.85,170.0,49042.85,3.841930398218436e-45,-3.8419303977566134e-45,2.3091114884865525e-55,3.8419303979875246e-45,False
RUT,2026-01-06 16:37:51.149652+00:00,2549.7541,2530.0,19.754100000000108,98.96742272118131,2.8167895019982865,50.8921061115898,48.07531660959151,True
SPX,2026-01-06 16:39:24.376569+00:00,6916.07,6915.0,1.069999999999709,2041.5430170775276,924.3252858286816,1482.9341514531045,558.608865624423,False
NDX,2026-01-06 16:40:29.030500+00:00,25508.68514230326,25500.0,8.685142303260363,265.8867665662964,135.70988157203465,200.79832406916552,65.08844249713087,True
DJI,2026-01-06 16:40:57.899482+00:00,49192.31,170.0,49022.31,3.8149056289852694e-45,-3.6961138517173824e-45,5.939588863394334e-47,3.755509740351326e-45,False
RUT,2026-01-06 16:42:01.349351+00:00,2548.6369,2530.0,18.63689999999997,99.30083544586068,2.242361653999204,50.77159854992995,48.529236895930744,True
SPX,2026-01-06 16:43:34.550880+00:00,6915.54,6915.0,0.5399999999999636,2073.288566149863,880.4570750960637,1476.8728206229634,596.4157455268997,False
NDX,2026-01-06 16:44:39.241082+00:00,25486.32516404487,25490.0,-3.6748359551311296,367.36358512533724,211.42670140452475,289.395143264931,77.96844186040624,True
DJI,2026-01-06 16:45:04.855350+00:00,49191.270000000004,170.0,49021.270000000004,3.885646503398115e-45,-3.885646503398115e-45,2.7783690881952883e-62,3.885646503398115e-45,False
RUT,2026-01-06 16:46:08.324170+00:00,2549.0425,2530.0,19.042500000000018,99.17999897508906,2.4513674194975152,50.81568319729329,48.364315777795774,True
SPX,2026-01-06 16:47:41.538961+00:00,6914.25,6915.0,-0.75,2191.178474199838,763.8832053443773,1477.5308397721078,713.6476344277305,False
NDX,2026-01-06 16:48:46.539660+00:00,25501.34093790124,25500.0,1.3409379012409772,319.3996865082543,158.9733230253857,239.18650476682,80.21318174143433,True
DJI,2026-01-06 16:49:10.585550+00:00,49214.79,170.0,49044.79,4.280377066244049e-45,-4.280377024760556e-45,2.0741746830683492e-53,4.2803770455023025e-45,False
RUT,2026-01-06 16:50:14.428385+00:00,2549.704,2530.0,19.70400000000018,98.98241293620636,2.791115061104577,50.88676399865547,48.09564893755089,True
SPX,2026-01-06 16:51:47.508651+00:00,6919.72,6920.0,-0.27999999999974534,2072.0534870714023,1217.5834439766447,1644.8184655240236,427.23502154737884,False
NDX,2026-01-06 16:52:52.669232+00:00,25511.73908640293,25510.0,1.739086402929388,247.60808082292706,133.23337665528786,190.42072873910746,57.18735208381961,True
DJI,2026-01-06 16:53:18.535637+00:00,49240.78,170.0,49070.78,4.56001537331931e-45,-4.56001481668338e-45,2.783179645729265e-52,4.560015095001345e-45,False
RUT,2026-01-06 16:54:22.482397+00:00,2550.4252,2530.0,20.42520000000013,98.76628077291053,3.159925469451885,50.96310312118121,47.80317765172933,True
SPX,2026-01-06 16:56:25.768685+00:00,6916.18,6915.0,1.180000000000291,2036.1993452640838,933.2738985569342,1484.736621910509,551.4627233535748,False
NDX,2026-01-06 16:57:30.657241+00:00,25491.58518892877,25490.0,1.5851889287696395,369.44058008193167,210.6731289983676,290.05685454014963,79.38372554178203,True
DJI,2026-01-06 16:57:59.402128+00:00,49241.04,170.0,49071.04,4.8338864787922753e-45,-4.8338864787922753e-45,6.875556614173416e-68,4.8338864787922753e-45,False
RUT,2026-01-06 16:59:03.082234+00:00,2549.5535,2530.0,19.553499999999985,99.0274217791531,2.7139408602849215,50.87068131971901,48.15674045943409,True
SPX,2026-01-06 17:01:06.427326+00:00,6920.12,6920.0,0.11999999999989086,2092.1798552808714,1246.2083604391871,1669.1941078600291,422.9857474208421,False
NDX,2026-01-06 17:02:11.466042+00:00,25504.98675029489,25500.0,4.986750294890953,291.8356234867495,143.6635844667784,217.74960397676395,74.08601950998556,True
DJI,2026-01-06 17:02:45.036939+00:00,49256.99,180.0,49076.99,2.945061585979662e-37,2.94506148628382e-37,2.945061536131741e-37,4.9847920953247264e-45,False
RUT,2026-01-06 17:03:48.666284+00:00,2549.8836,2530.0,19.883600000000115,98.92865892308217,2.8831162482062282,50.9058875856442,48.02277133743797,True
SPX,2026-01-06 17:06:21.925042+00:00,6919.9400000000005,6920.0,-0.05999999999949068,2082.9294785306947,1233.4731207400207,1658.2012996353576,424.72817889533695,False
NDX,2026-01-06 17:07:27.246495+00:00,25520.29933977982,25520.0,0.29933977982000215,209.64643233393429,123.74461220117549,166.69552226755488,42.95091006637939,True
DJI,2026-01-06 17:07:53.279270+00:00,49285.96,170.0,49115.96,5.643143296051113e-45,-5.643143168784549e-45,6.363328269799119e-53,5.643143232417831e-45,False
RUT,2026-01-06 17:08:56.898414+00:00,2552.8071,2530.0,22.80709999999999,98.04730884243651,4.36595216357086,51.20663050300369,46.84067833943283,True
SPX,2026-01-06 17:11:30.170090+00:00,6923.56,6925.0,-1.4399999999995998,2367.982867412346,1514.8207451342055,1941.4018062732757,426.58106113907036,False
NDX,2026-01-06 17:12:35.393056+00:00,25524.09764537383,25520.0,4.097645373829437,195.59923579693216,112.32674150834194,153.96298865263705,41.63624714429511,True
DJI,2026-01-06 17:12:58.436507+00:00,49303.66,170.0,49133.66,6.032460115338748e-45,-6.026322335636723e-45,3.068889851012248e-48,6.029391225487735e-45,False
RUT,2026-01-06 17:14:02.239733+00:00,2552.1730000000002,2530.0,22.17300000000023,98.23946996117854,4.046711790936264,51.14309087605741,47.09637908512114,True
SPX,2026-01-06 17:16:05.567283+00:00,6924.81,6925.0,-0.18999999999959982,2505.4400183185344,1651.3238380357054,2078.38192817712,427.05809014141437,False
NDX,2026-01-06 17:17:10.467700+00:00,25530.1138759637,25530.0,0.11387596369968378,174.07025559002523,90.27414960334085,132.17220259668304,41.89805299334219,True
DJI,2026-01-06 17:17:36.780718+00:00,49319.79,170.0,49149.79,6.400790905773773e-45,-6.29539221199632e-45,5.269934688872596e-47,6.348091558885047e-45,False
RUT,2026-01-06 17:18:40.866851+00:00,2552.3423000000003,2530.0,22.34230000000025,98.18821752486663,4.13207704028315,51.16014728257489,47.02807024229174,True
SPX,2026-01-06 17:21:14.190766+00:00,6927.4400000000005,6930.0,-2.5599999999994907,2781.526676752954,2013.2721854919218,2397.399431122438,384.12724563051586,False
NDX,2026-01-06 17:22:19.136873+00:00,25541.78506098625,25540.0,1.7850609862507554,142.79207985822924,75.96712629528207,109.37960307675566,33.41247678147359,True
DJI,2026-01-06 17:22:45.471078+00:00,49345.66,170.0,49175.66,7.02377984424231e-45,-7.01751845877018e-45,3.13069273606518e-48,7.020649151506244e-45,False
RUT,2026-01-06 17:23:49.068121+00:00,2552.2065000000002,2530.0,22.206500000000233,98.22933154404024,4.063610843179042,51.14647119360964,47.0828603504306,True
SPX,2026-01-06 17:26:22.994585+00:00,6930.55,6930.0,0.5500000000001819,2929.439867168475,2308.959823674327,2619.199845421401,310.2400217470738,False
NDX,2026-01-06 17:27:28.038500+00:00,25556.09503700407,25550.0,6.095037004070036,129.0066543166582,96.54202121980185,112.77433776823003,16.232316548428166,True
DJI,2026-01-06 17:27:50.424978+00:00,49346.07,170.0,49176.07,7.32563675851388e-45,-7.32562598421359e-45,5.387150144478348e-51,7.325631371363735e-45,False
RUT,2026-01-06 17:28:54.807979+00:00,2552.8659000000002,2530.0,22.865900000000238,98.02946235335321,4.395487605948155,51.212474979650686,46.81698737370253,True
SPX,2026-01-06 17:31:28.579015+00:00,6929.97,6930.0,-0.02999999999974534,2946.342455354419,2297.494637012157,2621.918546183288,324.4239091711313,False
NDX,2026-01-06 17:32:33.635209+00:00,25560.96946090912,25560.0,0.9694609091202437,127.71435931408445,100.77515529333903,114.24475730371174,13.469602010372707,True
DJI,2026-01-06 17:32:58.439149+00:00,49359.28,170.0,49189.28,7.893727544231505e-45,-7.885365217851308e-45,4.1811631900979726e-48,7.889546381041406e-45,False
RUT,2026-01-06 17:34:02.292712+00:00,2553.2308000000003,2530.0,23.230800000000272,97.91860770098985,4.578520296531622,51.24856399876074,46.670043702229115,True
SPX,2026-01-06 17:36:05.751888+00:00,6933.79,6935.0,-1.2100000000000364,2583.3078411651036,2118.1809616522073,2350.7444014086554,232.56343975644822,False
NDX,2026-01-06 17:37:10.814205+00:00,25578.34841830967,25580.0,-1.6515816903302039,132.36694705382206,99.6537151019056,116.01033107786384,16.356615975958235,True
DJI,2026-01-06 17:37:36.126449+00:00,49368.01,170.0,49198.01,8.227534037104774e-45,-8.227534037104771e-45,1.7010089694094416e-60,8.227534037104773e-45,False
RUT,2026-01-06 17:38:39.865371+00:00,2553.8006,2530.0,23.80060000000003,97.7451525744496,4.863438653364348,51.30429561390698,46.44085696054263,True
SPX,2026-01-06 17:41:13.334320+00:00,6934.2,6935.0,-0.8000000000001819,2536.6793584171346,2087.744273074117,2312.2118157456257,224.46754267150914,False
NDX,2026-01-06 17:42:18.371283+00:00,25582.01940818142,25580.0,2.0194081814188394,140.18286411674563,100.2284349082744,120.20564951251,19.977214604235613,True
DJI,2026-01-06 17:42:43.511407+00:00,49364.5,170.0,49194.5,8.420842231612555e-45,-8.420842231612555e-45,7.685253589805136e-69,8.420842231612555e-45,False
RUT,2026-01-06 17:43:48.091318+00:00,2553.4642000000003,2530.0,23.464200000000346,97.84760926156733,4.695359542159551,51.27148440186344,46.57612485970389,True
SPX,2026-01-06 17:46:22.422214+00:00,6933.87,6935.0,-1.1300000000001091,2574.0986259479505,2112.2043223822366,2343.1514741650935,230.94715178285688,False
