symbol,timestamp_utc,spot,gamma_pin,distance_to_pin,gross_gex,net_gex,call_gex,put_gex,is_valid
DJI,2026-01-05 19:28:01.002051+00:00,49175.39,170.0,49005.39,1.3412378296103347e-44,-1.3412378296103347e-44,1.056468233639712e-92,1.3412378296103347e-44,False
RUT,2026-01-05 19:29:03.463948+00:00,2555.7833,2530.0,25.783300000000054,94.51738156942929,3.3184815952406908,48.917931582334994,45.5994499870943,True
SPX,2026-01-05 19:31:06.562077+00:00,6908.1900000000005,6910.0,-1.8099999999994907,2846.959190941641,2217.810405653115,2532.384798297378,314.574392644263,False
NDX,2026-01-05 19:32:11.270050+00:00,25400.95132383756,25400.0,0.9513238375584478,852.0638368406277,114.52522464609194,483.2945307433598,368.7693060972679,True
DJI,2026-01-05 19:32:37.461728+00:00,49158.76,170.0,48988.76,1.7016999963667913e-44,-9.258054192096601e-45,3.879472885785655e-45,1.3137527077882256e-44,False
RUT,2026-01-05 19:33:40.897037+00:00,2556.0026000000003,2530.0,26.002600000000257,94.45155215002055,3.4200959367289485,48.93582404337475,45.5157281066458,True
SPX,2026-01-05 19:36:14.209854+00:00,6908.4800000000005,6910.0,-1.519999999999527,2798.060674518006,2184.2394205925025,2491.1500475552543,306.91062696275196,False
NDX,2026-01-05 19:37:19.345102+00:00,25395.99323600188,25400.0,-4.006763998120732,909.0828441432775,238.63129216293032,573.8570681531039,335.2257759901736,True
DJI,2026-01-05 19:37:45.776605+00:00,49132.36,170.0,48962.36,1.2862217414613734e-44,-1.286215097902097e-44,3.3217796381054715e-50,1.2862184196817352e-44,False
RUT,2026-01-05 19:38:49.815918+00:00,2554.8785000000003,2530.0,24.87850000000026,94.78843334770886,2.8976985468733645,48.84306594729111,45.945367400417744,True
SPX,2026-01-05 19:41:23.283438+00:00,6903.93,6905.0,-1.069999999999709,4075.739676833361,2648.3026535699173,3362.021165201639,713.7185116317219,False
NDX,2026-01-05 19:42:28.895352+00:00,25382.38099788867,25390.0,-7.619002111328882,577.3092142261949,262.3347746993671,419.82199446278094,157.48721976341386,True
DJI,2026-01-05 19:42:54.459770+00:00,49092.23,170.0,48922.23,1.2160361655337172e-44,-1.212346979362464e-44,1.8445930856264885e-47,1.2141915724480906e-44,False
RUT,2026-01-05 19:43:54.209946+00:00,2552.0245,2530.0,22.02449999999999,95.63740400181621,1.554445795746659,48.59592489878143,47.041479103034774,True
SPX,2026-01-05 19:46:27.362918+00:00,6903.96,6905.0,-1.0399999999999636,4063.954923107445,2647.231274015883,3355.593098561664,708.3618245457811,False
NDX,2026-01-05 19:47:32.036289+00:00,25381.86639376876,25390.0,-8.133606231240265,558.7789131401308,252.90677279064084,405.84284296538584,152.936070174745,True
DJI,2026-01-05 19:47:53.986354+00:00,49107.81,180.0,48927.81,3.487507490628019e-44,9.072699314333983e-45,2.1973887110307086e-44,1.2901187795973103e-44,False
RUT,2026-01-05 19:48:57.052665+00:00,2553.2497000000003,2530.0,23.249700000000303,95.27408763412856,2.1340391339096314,48.70406338401909,46.57002425010946,True
SPX,2026-01-05 19:51:30.685589+00:00,6903.17,6900.0,3.1700000000000728,4384.038299827516,2665.9912831557276,3525.014791491622,859.0235083358945,False
NDX,2026-01-05 19:52:35.587297+00:00,25384.33471051397,25390.0,-5.665289486030815,648.1113684314446,293.89574232472955,471.00355537808707,177.10781305335752,True
DJI,2026-01-05 19:52:56.881984+00:00,49072.04,170.0,48902.04,1.3316471448515318e-44,-1.1299851985065465e-44,1.0083097317249255e-45,1.2308161716790392e-44,False
RUT,2026-01-05 19:53:58.198779+00:00,2553.2381,2530.0,23.23810000000003,95.27753560458274,2.128572285735437,48.70305394515909,46.574481659423654,True
SPX,2026-01-05 19:56:31.628944+00:00,6902.29,6900.0,2.2899999999999636,4739.5660343438085,2665.1613159021226,3702.3636751229656,1037.2023592208427,False
NDX,2026-01-05 19:57:36.296559+00:00,25400.16086889173,25400.0,0.1608688917294785,868.265987716111,134.81833070980997,501.5421592129605,366.7238285031505,True
